intern,con_legis_num,congress,legislation_type,chamber,bill_number,title,link,target,is_gold_trap,gold_label,display_order
Ines A.,112_s.2762,112,s,Senate,S. 2762,A bill to extend and modify the temporary suspension of duty on mixtures of tris(4-isocyanatophenyl)thiophosphate.,https://www.congress.gov/bill/112th-congress/senate-bill/2762,train_neg,False,,9
Ines A.,112_s.3269,112,s,Senate,S. 3269,A bill to provide that no United States assistance may be provided to Pakistan until Dr. Shakil Afridi is freed.,https://www.congress.gov/bill/112th-congress/senate-bill/3269,train_neg,False,,10
Ines A.,119_h.r.6770,119,hr,House,H.R. 6770,To direct the Commander of the United States Cyber Command to submit to Congress a report regarding recommended actions in cyberspace to defend the United States against transnational organized crime networks linked to the Chinese Communist Party that operate digital scams.,https://www.congress.gov/bill/119th-congress/house-bill/6770,test_119,False,,11
Ines A.,119_h.r.3225,119,hr,House,H.R. 3225,To reauthorize and modify the Belarus Democracy Act of 2004.,https://www.congress.gov/bill/119th-congress/house-bill/3225,test_119,False,,12
Ines A.,119_h.res.130,119,hres,House,H.Res. 130,Expressing the sense of the House of Representatives in condemning the Government of the People's Republic of China for its harassment and efforts to intimidate American citizens and other individuals on United States soil with the goal of suppressing speech and narratives the People's Republic of China finds unwelcome.,https://www.congress.gov/bill/119th-congress/house-resolution/130,test_119,False,,13
Ines A.,119_h.r.386,119,hr,House,H.R. 386,"To require the United States Governor of, and the United States Executive Director at, the International Monetary Fund to oppose an increase in the weight of the Chinese renminbi in the Special Drawing Rights basket of the Fund, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/386,test_119,False,,14
Ines A.,119_h.r.4519,119,hr,House,H.R. 4519,"To prohibit the District of Columbia government from entering into Sister City relationships with jurisdictions located in foreign adversary countries, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4519,test_119,False,,15
Ines A.,119_s.2354,119,s,Senate,S. 2354,"An original bill making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2354,test_119,False,,16
Ines A.,119_s.259,119,s,Senate,S. 259,"A bill to direct the Federal Communications Commission to publish a list of entities that hold authorizations, licenses, or other grants of authority issued by the Commission and that have certain foreign ownership, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/259,test_119,False,,17
Ines A.,119_h.res.916,119,hres,House,H.Res. 916,"Providing for consideration of the bill (H.R. 4312) to protect the name, image, and likeness rights of student athletes and to promote fair competition with respect to intercollegiate athletics, and for other purposes; providing for consideration of the bill (H.R. 1005) to prohibit elementary and secondary schools from accepting funds from or entering into contracts with the Government of the Peopleâ€™s Republic of China and the Chinese Communist Party, and for other purposes; providing for consideration of the bill (H.R. 1049) to ensure that parents are aware of foreign influence in their childâ€™s public school, and for other purposes; providing for consideration of the bill (H.R. 1069) to prohibit the availability of Federal education funds for elementary and secondary schools that receive direct or indirect support from the Government of the Peopleâ€™s Republic of China; providing for consideration of the bill (H.R. 2965) to require the Administrator of the Small Business Administration to ensure that the small business regulatory budget for a small business concern in a fiscal year is not greater than zero, and for other purposes; and providing for consideration of the bill (H.R. 4305) to direct the Chief Counsel for Advocacy of the Small Business Administration to establish a Red Tape Hotline to receive notifications of burdensome agency rules, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-resolution/916,test_119,False,,18
Ines A.,119_h.r.4706,119,hr,House,H.R. 4706,"To prohibit the acquisition and ownership of agricultural land and residential real property by certain foreign entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4706,test_119,False,,19
Ines A.,119_s.959,119,s,Senate,S. 959,"A bill to require the United States International Trade Commission to conduct an investigation and submit a report on the impact on businesses in the United States of duties, and the threat of duties, on imports from Mexico and Canada, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/959,test_119,False,,20
Ines A.,119_h.r.620,119,hr,House,H.R. 620,"To amend the Defense Production Act of 1950 to prevent harm and disruption to the United States agriculture industry by protecting against foreign influence over agriculture production and supply chains, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/620,test_119,False,,21
Ines A.,110_s.res.619,110,sres,Senate,S.Res. 619,A resolution expressing support for a constructive dialogue on human rights issues between the United States and Bahrain.,https://www.congress.gov/bill/110th-congress/senate-resolution/619,train_neg,False,,22
Ines A.,119_s.199,119,s,Senate,S. 199,A bill to amend the Internal Revenue Code of 1986 to provide special rules for the taxation of certain residents of Taiwan with income from sources within the United States.,https://www.congress.gov/bill/119th-congress/senate-bill/199,test_119,False,,23
Ines A.,119_s.151,119,s,Senate,S. 151,A bill to exclude the authority to impose duties and tariff-rate quotas from the International Emergency Economic Powers Act.,https://www.congress.gov/bill/119th-congress/senate-bill/151,test_119,False,,24
Ines A.,119_h.r.4335,119,hr,House,H.R. 4335,"To provide authority to enhance security assistance with countries that are engaged in regional security cooperation efforts in the Middle East and North Africa, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4335,test_119,False,,25
Ines A.,119_h.r.1701,119,hr,House,H.R. 1701,"To require the Secretary of Defense and the Secretary of State to monitor efforts by the People's Republic of China to build or buy strategic foreign ports, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1701,test_119,False,,26
Ines A.,115_s.1780,115,s,Senate,S. 1780,"An original bill making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2018, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/1780,gold,True,0,27
Ines A.,119_s.res.226,119,sres,Senate,S.Res. 226,A resolution condemning the Government of the People's Republic of China for engaging in transnational repression.,https://www.congress.gov/bill/119th-congress/senate-resolution/226,test_119,False,,28
Ines A.,119_h.r.1920,119,hr,House,H.R. 1920,"To amend the Agricultural Foreign Investment Disclosure Act of 1978 to strengthen oversight over foreign investment in the United States agricultural industry, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1920,test_119,False,,29
Ines A.,119_h.r.3201,119,hr,House,H.R. 3201,To reauthorize and modify the Belarus Democracy Act of 2004.,https://www.congress.gov/bill/119th-congress/house-bill/3201,test_119,False,,30
Ines A.,119_s.3614,119,s,Senate,S. 3614,"A bill to require any person that maintains an internet website or that sells or distributes a mobile application that is owned, wholly or partially, by a foreign adversary country, by a foreign adversary country-owned-entity, or by a non-state-owned entity located in a foreign adversary country, or that stores and maintains information collected from such website or application in a foreign adversary country, to disclose that fact to any individual who downloads or otherwise uses such website or application.",https://www.congress.gov/bill/119th-congress/senate-bill/3614,test_119,False,,31
Ines A.,119_h.r.1165,119,hr,House,H.R. 1165,"To require the inspection of certain foreign cranes before use at a United States port, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1165,test_119,False,,32
Ines A.,119_h.r.5450,119,hr,House,H.R. 5450,"Making continuing appropriations for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5450,test_119,False,,33
Ines A.,119_s.res.351,119,sres,Senate,S.Res. 351,A resolution requesting information on the Kingdom of Eswatini's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/351,test_119,False,,34
Ines A.,119_h.r.2286,119,hr,House,H.R. 2286,"To prohibit the disclosure of certain genetic information to the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2286,test_119,False,,35
Ines A.,119_h.r.5244,119,hr,House,H.R. 5244,To provide for the authorities of the Secretary of State.,https://www.congress.gov/bill/119th-congress/house-bill/5244,test_119,False,,36
Ines A.,119_s.3153,119,s,Senate,S. 3153,A bill to require inclusion on the list of Chinese military companies operating in the United States of Chinese entities on certain other lists maintained by the United States Government.,https://www.congress.gov/bill/119th-congress/senate-bill/3153,test_119,False,,37
Ines A.,119_s.3390,119,s,Senate,S. 3390,"A bill to require a report on the purchases of Iranian oil by the People's Republic of China, support from entities and individuals in the People's Republic of China for Iran's ballistic missile program, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3390,test_119,False,,38
Ines A.,119_s.3426,119,s,Senate,S. 3426,"A bill to establish in the Department of State a Special Envoy for the Human Rights of LGBTQI+ People, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3426,test_119,False,,39
Ines A.,109_s.2208,109,s,Senate,S. 2208,A bill to suspend temporarily the duty on para-Chlorophenol.,https://www.congress.gov/bill/109th-congress/senate-bill/2208,train_neg,False,,40
Ines A.,119_s.1886,119,s,Senate,S. 1886,"A bill to amend the Trade Act of 1974 to authorize the United States Trade Representative to impose remedial measures with respect to certain entities that evade or may attempt to evade duties imposed with respect to nonmarket economy countries, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1886,test_119,False,,41
Ines A.,119_s.1625,119,s,Senate,S. 1625,"A bill to establish in the Department of Homeland Security a working group relating to countering terrorist, cybersecurity, border and port security, and transportation security threats posed to the United States by the Chinese Communist Party, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1625,test_119,False,,42
Ines A.,112_h.r.5173,112,hr,House,H.R. 5173,"To suspend temporarily the duty on women's belts of leather or composition leather, each valued $7.00 or higher.",https://www.congress.gov/bill/112th-congress/house-bill/5173,train_neg,False,,43
Ines A.,119_h.r.2114,119,hr,House,H.R. 2114,"To amend titles XVIII and XIX of the Social Security Act, title XXVII of the Public Health Service Act, and the National Organ Transplant Act to prohibit certain organ transplants with specified connections to the People's Republic of China.",https://www.congress.gov/bill/119th-congress/house-bill/2114,test_119,False,,44
Ines A.,119_s.1755,119,s,Senate,S. 1755,A bill to provide for a review of sanctions with respect to Hong Kong.,https://www.congress.gov/bill/119th-congress/senate-bill/1755,test_119,False,,45
Ines A.,114_s.3469,114,s,Senate,S. 3469,A bill to reinstate reporting requirements related to United States-Hong Kong relations.,https://www.congress.gov/bill/114th-congress/senate-bill/3469,gold,True,1,46
Ines A.,107_h.r.4463,107,hr,House,H.R. 4463,To provide for the liquidation or reliquidation of certain entries.,https://www.congress.gov/bill/107th-congress/house-bill/4463,train_neg,False,,47
Ines A.,119_h.res.561,119,hres,House,H.Res. 561,"Honoring the life and legacy of Father Stan, a prominent human rights activist who died while in custody of the Indian State on July 5, 2021, and encouraging India to pursue an independent investigation into his arrest, incarceration, and death.",https://www.congress.gov/bill/119th-congress/house-resolution/561,test_119,False,,48
Ines A.,109_h.j.res.86,109,hjres,House,H.J.Res. 86,"Approving the renewal of import restrictions contained in the Burmese Freedom and Democracy Act of 2003, and for other purposes.",https://www.congress.gov/bill/109th-congress/house-joint-resolution/86,train_neg,False,,49
Ines A.,119_s.731,119,s,Senate,S. 731,"A bill to prohibit conflicts of interest among consulting firms that simultaneously contract with China or other covered foreign entities and the United States Government, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/731,test_119,False,,50
Ines A.,119_s.153,119,s,Senate,S. 153,A bill to repeal the Protecting Americans from Foreign Adversary Controlled Applications Act.,https://www.congress.gov/bill/119th-congress/senate-bill/153,test_119,False,,51
Ines A.,119_h.r.1049,119,hr,House,H.R. 1049,"To ensure that parents are aware of foreign influence in their childâ€™s public school, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1049,test_119,False,,52
Ines A.,119_h.r.4016,119,hr,House,H.R. 4016,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4016,test_119,False,,53
Ines A.,119_s.3301,119,s,Senate,S. 3301,"A bill to prohibit purchases of certain semiconductor manufacturing equipment from foreign entities of concern or subsidiaries of foreign entities of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3301,test_119,False,,54
Ines A.,112_s.15,112,s,Senate,S. 15,"A bill to prohibit the regulation of carbon dioxide emissions in the United States until China, India, and Russia implement similar reductions.",https://www.congress.gov/bill/112th-congress/senate-bill/15,gold,True,1,55
Ines A.,119_h.r.6318,119,hr,House,H.R. 6318,"To prohibit price gouging with respect to goods subject to a tariff, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6318,test_119,False,,56
Ines A.,119_h.r.6846,119,hr,House,H.R. 6846,"To amend the Homeland Security Act of 2002 to require the Secretary of Homeland Security to conduct annual assessments on terrorism threats to the United States relating to the malicious use of unmanned aircraft systems by covered foreign adversaries, including terrorist organizations, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6846,test_119,False,,57
Ines A.,119_h.res.1020,119,hres,House,H.Res. 1020,"Honoring President Donald J. Trump for securing a historic strategic agreement establishing permanent United States sovereignty and control over critical military installations in Greenland, strengthening Arctic security, and countering malign Russian and Chinese influence.",https://www.congress.gov/bill/119th-congress/house-resolution/1020,test_119,False,,58
Ines A.,119_s.2296,119,s,Senate,S. 2296,"An original bill to authorize appropriations for fiscal year 2026 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2296,test_119,False,,59
Ines A.,119_h.r.1318,119,hr,House,H.R. 1318,"To amend the Research and Development, Competition, and Innovation Act to clarify the definition of foreign country for purposes of malign foreign talent recruitment restriction, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1318,test_119,False,,60
Ines A.,116_h.res.1131,116,hres,House,H.Res. 1131,Condemning the murder of Sara Duker and renouncing Palestinian Authority martyr payments to terrorists.,https://www.congress.gov/bill/116th-congress/house-resolution/1131,train_neg,False,,61
Ines A.,119_s.res.283,119,sres,Senate,S.Res. 283,"A resolution commemorating the 90th birthday of His Holiness the 14th Dalai Lama on July 6, 2025, as ""A Day of Compassion"" and expressing support for the human rights and distinct religious, cultural, linguistic, and historical identity of the Tibetan people.",https://www.congress.gov/bill/119th-congress/senate-resolution/283,test_119,False,,62
Ines A.,119_s.40,119,s,Senate,S. 40,"A bill to address the fundamental injustice, cruelty, brutality, and inhumanity of slavery in the United States and the 13 American colonies between 1619 and 1865 and to establish a commission to study and consider a national apology and proposal for reparations for the institution of slavery, its subsequent de jure and de facto racial and economic discrimination against African Americans, and the impact of these forces on living African Americans, to make recommendations to the Congress on appropriate remedies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/40,test_119,False,,63
Ines A.,104_h.con.res.84,104,hconres,House,H.Con.Res. 84,Expressing the sense of the Congress concerning freedom of the press in Russia.,https://www.congress.gov/bill/104th-congress/house-concurrent-resolution/84,train_neg,False,,64
Ines A.,109_h.r.5918,109,hr,House,H.R. 5918,To amend the Immigration and Nationality Act to protect vulnerable refugees and asylum seekers.,https://www.congress.gov/bill/109th-congress/house-bill/5918,train_neg,False,,65
Ines A.,119_s.res.339,119,sres,Senate,S.Res. 339,"A resolution condemning Nicolas Maduro and the Venezuelan regime's continued human rights abuses, political repression, and dismantling of democratic institutions, and recognizing the resilience of the Venezuelan democratic opposition under the leadership of Maria Corina Machado and Edmundo Gonzalez.",https://www.congress.gov/bill/119th-congress/senate-resolution/339,test_119,False,,66
Ines A.,110_h.r.4156,110,hr,House,H.R. 4156,"Making emergency supplemental appropriations for the Department of Defense for the fiscal year ending September 30, 2008, and for other purposes.",https://www.congress.gov/bill/110th-congress/house-bill/4156,train_neg,False,,67
Ines A.,116_s.4018,116,s,Senate,S. 4018,"A bill to strengthen the Mutual Defense Treaty between the United States and the Republic of Korea, and for other purposes.",https://www.congress.gov/bill/116th-congress/senate-bill/4018,gold,True,0,68
Ines A.,119_h.r.1743,119,hr,House,H.R. 1743,"To provide the President with authority to enter into a comprehensive trade agreement with the United Kingdom, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1743,test_119,False,,69
Ines A.,117_s.res.538,117,sres,Senate,S.Res. 538,A resolution expressing support for a second United States-Africa Leaders Summit as an important opportunity to strengthen ties between the United States and African partners and build on areas of mutual interest.,https://www.congress.gov/bill/117th-congress/senate-resolution/538,gold,True,0,70
Ines A.,101_s.2493,101,s,Senate,S. 2493,"A bill to suspend until December 31, 1992, the duty on 4,5-dichloro-2-n-octyl-4-isothiazolin-3-one and on mixtures of 4,5-dichloro-2-n-octyl-4-isothiazolin-3-one and application adjuvants, with or without stabilizers.",https://www.congress.gov/bill/101st-congress/senate-bill/2493,train_neg,False,,71
Ines A.,119_h.r.906,119,hr,House,H.R. 906,"To direct the Federal Communications Commission to publish a list of entities that hold authorizations, licenses, or other grants of authority issued by the Commission and that have certain foreign ownership, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/906,test_119,False,,72
Ines A.,119_h.r.1468,119,hr,House,H.R. 1468,"To establish the CCP Initiative program, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1468,test_119,False,,73
Ines A.,112_s.2903,112,s,Senate,S. 2903,A bill to suspend temporarily the duty on 2-ethylhexyl salicylate.,https://www.congress.gov/bill/112th-congress/senate-bill/2903,train_neg,False,,74
Ines A.,119_h.r.5246,119,hr,House,H.R. 5246,"To provide for the political affairs authorities of the Department of State, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5246,test_119,False,,75
Ines A.,119_s.1357,119,s,Senate,S. 1357,"A bill to amend the Securities Exchange Act of 1934 to address the issuance of securities by Chinese entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1357,test_119,False,,76
Ines A.,113_s.1850,113,s,Senate,S. 1850,"A bill to reform and modernize domestic refugee resettlement programs, and for other purposes.",https://www.congress.gov/bill/113th-congress/senate-bill/1850,train_neg,False,,77
Ines A.,119_h.r.2000,119,hr,House,H.R. 2000,"To establish a program to monitor the Arctic region, promote United States interests in that region, and combat Russian, Chinese, and other foreign malign influence in the region.",https://www.congress.gov/bill/119th-congress/house-bill/2000,test_119,False,,78
Ines A.,119_s.672,119,s,Senate,S. 672,"A bill to establish the CCP Initiative program, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/672,test_119,False,,79
Ines A.,119_s.742,119,s,Senate,S. 742,"A bill to extend duty-free treatment provided with respect to imports from Haiti under the Caribbean Basin Economic Recovery Act, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/742,test_119,False,,80
Ines A.,119_h.res.5,119,hres,House,H.Res. 5,"Adopting the Rules of the House of Representatives for the One Hundred Nineteenth Congress, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-resolution/5,test_119,False,,81
Ines A.,106_s.2175,106,s,Senate,S. 2175,A bill to suspend temporarily the duty on 1-fluoro-2-nitro-benzene.,https://www.congress.gov/bill/106th-congress/senate-bill/2175,train_neg,False,,82
Ines A.,119_s.1731,119,s,Senate,S. 1731,A bill to require the Secretary of State and the Secretary of Defense to develop a strategy in response to the global basing intentions of the People's Republic of China.,https://www.congress.gov/bill/119th-congress/senate-bill/1731,test_119,False,,83
Ines A.,119_h.r.3786,119,hr,House,H.R. 3786,"To amend the Harmonized Tariff Schedule of the United States to increase the rate of duty on unmanned aircraft, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3786,test_119,False,,84
Ines A.,119_h.res.110,119,hres,House,H.Res. 110,"Prohibiting the distribution of Chinese Communist Party-controlled publications within House facilities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-resolution/110,test_119,False,,85
Ines A.,101_s.1278,101,s,Senate,S. 1278,A bill to deny the People's Republic of China most-favored-nation trade treatment.,https://www.congress.gov/bill/101st-congress/senate-bill/1278,gold,True,1,86
Ines A.,119_s.2268,119,s,Senate,S. 2268,"A bill to amend the Defense Production Act of 1950 to include the Secretary of Agriculture as a member of the Committee on Foreign Investment in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2268,test_119,False,,87
Ines A.,119_h.r.692,119,hr,House,H.R. 692,"To require the United States Executive Director at the International Monetary Fund to advocate for increased transparency with respect to exchange rate policies of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/692,test_119,False,,88
Ines A.,111_h.r.1980,111,hr,House,H.R. 1980,"To continue restrictions against and prohibit diplomatic recognition of the Government of North Korea, and for other purposes.",https://www.congress.gov/bill/111th-congress/house-bill/1980,train_neg,False,,89
Ines A.,119_s.res.523,119,sres,Senate,S.Res. 523,"A resolution expressing the opposition of the Senate to the Chinese Communist Party's ""stolen valor"" historical revisionism with regard to Allied Victory in Asia, commemorating the contributions made by the Republic of China to Allied Victory, and acknowledging the postwar contributions of the Government of Japan to peace and stability in Asia.",https://www.congress.gov/bill/119th-congress/senate-resolution/523,test_119,False,,90
Ines A.,119_h.r.6888,119,hr,House,H.R. 6888,"To require the Administrator of the Small Business Administration to report on certain costs of tariffs, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6888,test_119,False,,91
Ines A.,112_h.r.4796,112,hr,House,H.R. 4796,To extend the temporary suspension of duty on electromechanical ice shavers.,https://www.congress.gov/bill/112th-congress/house-bill/4796,train_neg,False,,92
Ines A.,112_s.2358,112,s,Senate,S. 2358,A bill to reduce temporarily the duty on certain pasta tools.,https://www.congress.gov/bill/112th-congress/senate-bill/2358,train_neg,False,,93
Ines A.,119_s.951,119,s,Senate,S. 951,"A bill to revise sections 552, 1461, and 1462 of title 18, United States Code, and section 305 of the Tariff Act of 1930 (19 U.S.C. 1305), and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/951,test_119,False,,94
Ines A.,119_s.res.540,119,sres,Senate,S.Res. 540,"A resolution recognizing Human Rights Day on December 10, 2025, and commemorating the 77th anniversary of the Universal Declaration of Human Rights and the Celebration of ""Human Rights Day"".",https://www.congress.gov/bill/119th-congress/senate-resolution/540,test_119,False,,95
Ines A.,116_s.3064,116,s,Senate,S. 3064,A bill to oppose violations of religious freedom in Ukraine by Russia and armed groups commanded by Russia.,https://www.congress.gov/bill/116th-congress/senate-bill/3064,train_neg,False,,96
Ines A.,119_h.r.942,119,hr,House,H.R. 942,"To amend the Energy Policy and Conservation Act to prohibit the export or sale of petroleum products from the Strategic Petroleum Reserve to certain entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/942,test_119,False,,97
Ines A.,119_s.1012,119,s,Senate,S. 1012,"A bill to increase oversight of foreign direct investment in agricultural land in the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1012,test_119,False,,98
Ines A.,119_h.r.1504,119,hr,House,H.R. 1504,"To withdraw normal trade relations treatment from, and apply certain provisions of title IV of the Trade Act of 1974 to, products of the People's Republic of China, and to expand the eligibility requirements for products of the People's Republic of China to receive normal trade relations treatment in the future, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1504,test_119,False,,99
Ines A.,119_h.r.4812,119,hr,House,H.R. 4812,"To direct the Secretary of the Air Force to incorporate certain elements regarding depot-level maintenance coordination in at least one multinational exercise conducted in the area of operations of the United States Indo-Pacific Command, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4812,test_119,False,,100
Ines A.,113_h.r.1056,113,hr,House,H.R. 1056,To extend the temporary suspension of duty on Acid Black 132.,https://www.congress.gov/bill/113th-congress/house-bill/1056,train_neg,False,,101
Ines A.,119_h.r.1422,119,hr,House,H.R. 1422,"To impose sanctions with respect to persons engaged in logistical transactions and sanctions evasion relating to oil, gas, liquefied natural gas, and related petrochemical products from the Islamic Republic of Iran, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1422,test_119,False,,102
Ines A.,112_s.2640,112,s,Senate,S. 2640,A bill to suspend temporarily the duty on potassium persulfate encapsulated in cellulose acetate butyrate.,https://www.congress.gov/bill/112th-congress/senate-bill/2640,train_neg,False,,103
Ines A.,119_h.r.400,119,hr,House,H.R. 400,"To prohibit contributions to the United Nations Human Rights Council, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/400,test_119,False,,104
Ines A.,119_h.res.937,119,hres,House,H.Res. 937,"Condemning the Government of Ethiopia for actions that threaten regional stability, violate fundamental human rights, and undermine the strategic interests of the United States in the Horn of Africa.",https://www.congress.gov/bill/119th-congress/house-resolution/937,test_119,False,,105
Ines A.,119_h.r.458,119,hr,House,H.R. 458,To prohibit the purchase of public or private real estate located in the United States by foreign adversaries and state sponsors of terrorism.,https://www.congress.gov/bill/119th-congress/house-bill/458,test_119,False,,106
Ines A.,119_h.res.653,119,hres,House,H.Res. 653,Expressing support for the Japanese Diet's Caucus for Universal Values in the Indo-Pacific and for continued United States-Japan interparliamentary collaboration to advance democracy in the region.,https://www.congress.gov/bill/119th-congress/house-resolution/653,test_119,False,,107
Ines A.,119_s.res.54,119,sres,Senate,S.Res. 54,A resolution expressing the vital importance of the Panama Canal to the United States.,https://www.congress.gov/bill/119th-congress/senate-resolution/54,test_119,False,,108
Ines A.,119_s.3163,119,s,Senate,S. 3163,A bill to require the Secretary of Defense to seek to engage appropriate officials of Taiwan in a joint program with Taiwan to enable the fielding of uncrewed systems and counter-uncrewed systems capabilities.,https://www.congress.gov/bill/119th-congress/senate-bill/3163,test_119,False,,109
Ines A.,119_h.r.7058,119,hr,House,H.R. 7058,"To require the Secretary of State to conduct assessments of the risks posed to the United States by foreign adversaries who utilize generative artificial intelligence for malicious activities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/7058,test_119,False,,110
Ines A.,109_h.r.2836,109,hr,House,H.R. 2836,To extend the duty suspension on Allyl isosulfocynate.,https://www.congress.gov/bill/109th-congress/house-bill/2836,train_neg,False,,111
Ines A.,119_h.r.1167,119,hr,House,H.R. 1167,To prohibit the procurement of solar panels manufactured or assembled in the People's Republic of China.,https://www.congress.gov/bill/119th-congress/house-bill/1167,test_119,False,,112
Ines A.,119_h.r.460,119,hr,House,H.R. 460,"To direct the Secretary of Homeland Security and the Secretary of State to require aliens applying for certain visas to disclose if they receive funds from the Government of the People's Republic of China or the Chinese Communist Party, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/460,test_119,False,,113
Ines A.,119_h.r.1995,119,hr,House,H.R. 1995,"To direct the Secretary of Agriculture to publish, on an annual basis, an assessment on United States dependency on critical agricultural products or inputs from the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1995,test_119,False,,114
Ines A.,118_s.2754,118,s,Senate,S. 2754,"A bill to require the Secretary of Health and Human Services to publish all information in the possession of the Department of Health and Human Services relating to the origin of COVID-19, and for other purposes.",https://www.congress.gov/bill/118th-congress/senate-bill/2754,gold,True,1,115
Ines A.,119_h.r.4802,119,hr,House,H.R. 4802,"To prohibit the Secretary of Transportation from entering into, extending, or renewing a contract with, or awarding a grant to, an entity that uses or procures light detection and ranging technology from certain foreign entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4802,test_119,False,,116
Ines A.,119_s.1623,119,s,Senate,S. 1623,"A bill to require reciprocity from certain countries with respect to the reporting of official meetings with State and local officials, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1623,test_119,False,,117
Ines A.,119_h.r.5626,119,hr,House,H.R. 5626,"To provide expanded cooperation by the National Aeronautics and Space Administration and the National Oceanic and Atmospheric Administration with Taiwan, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5626,test_119,False,,118
Ines A.,119_h.res.925,119,hres,House,H.Res. 925,Condemning the Government of Iran's state-sponsored persecution of the Baha'i minority in Iran and the continued violation of the Universal Declaration of Human Rights and the International Covenant on Civil and Political Rights.,https://www.congress.gov/bill/119th-congress/house-resolution/925,test_119,False,,119
Ines A.,110_s.3439,110,s,Senate,S. 3439,"A bill to provide for duty free treatment of certain recreational performance outerwear, and for other purposes.",https://www.congress.gov/bill/110th-congress/senate-bill/3439,train_neg,False,,120
Ines A.,119_s.3555,119,s,Senate,S. 3555,A bill to protect the national security of the United States by imposing sanctions with respect to certain persons of the People's Republic of China and prohibiting and requiring notifications with respect to certain investments by United States persons in countries of concern.,https://www.congress.gov/bill/119th-congress/senate-bill/3555,test_119,False,,121
